,Unnamed: 0,Review Content,cleanedReviews,sentiment_scores,sentiment_category,is_bad_review,nb_chars,nb_words
6775,6775,"  Very good sound quality must buy this product in less price you got a wonderful home theatre.Lovely Product I like it

",good sound quality must buy product less price get wonderful home theatre.lovely product like it,0.483,positive,0,96,15
6776,6776,"  Cheap quality products by Zebronics

",cheap quality product zebronics,0.4,positive,0,31,4
6777,6777,"  Not bad ,but bass not adjustable

",bad bass adjustable,-0.425,negative,1,19,3
6778,6778,"  jabardast 1 no.

",jabardast no.,0.0,neutral,0,13,2
6779,6779,"  it is good for the price if you can get this at or under ₹2000, sounds decent in a single room. My brother has purchased this, i also wanted to buy but the price discouraged me. I look forward to upcoming festival sales for an offer.

",good price get sounds decent single room brother purchase also wanted buy price discourage look forward upcoming festival sale offer.,0.265,positive,0,133,20
6780,6780,"  A very good product if u r looking for a good budget music system.also the sound is very good.....buy it .. u'll not regret

",good product look good budget music system.also sound good.....buy u'll regret,0.6,positive,0,78,11
6781,6781,"  For home use it should be ok....aswm product....nd NIC sound....But not satisfied with packing...

",home use ok....aswm product....nd nic sound....but satisfy packing...,0.0,neutral,0,69,8
6782,6782,"  First time I got defective one but with a 2 days I got replacement and product performance was good for this budget.....Thank you amazon

",first time get defective one day get replacement product performance good budget.....thank,0.475,positive,0,90,12
6783,6783,"  It's a good product and it reached my expectations and it is the best budget home theatre I feel the sound quality is also good within it's price.

",good product reach expectation best budget home theatre feel sound quality also good within price.,0.7,positive,0,98,15
6784,6784,"  Bhai mt lena .....online sound quilety me bhut diffrent hai......yhi agar aap shop se buy kroge to  sound superb milegaa....

",bhai mt lena online sound quilety bhut diffrent hai......yhi agar aap shop se buy kroge sound superb milegaa....,0.6,positive,0,112,18
6785,6785,"  its Was awesome under 3kYou will must buy this item ..Bass Was Fix..sound quality is AwesomeNo Damages & Package was Completely Seal pack By Amazon

",awesome must buy item bass fix..sound quality awesomeno damage package completely seal pack,0.317,positive,0,91,13
6786,6786,"  good product really  superb very good sound quality  very useful to  songs effect very good  speaker vibration  i like this product

",good product really superb good sound quality useful song effect good vibration like product,0.633,positive,0,92,14
6787,6787,"  Waaaaa

",waaaaa,0.0,neutral,0,6,1
6788,6788,"  Nice product from amzon.Packing is averageBut all over good product

",nice product amzon.packing averagebut good product,0.65,positive,0,50,6
6789,6789,"  Awesome product for the price. Thank you Amazon

",awesome product price thank,1.0,positive,0,27,4
6790,6790,"  Superb soundI lke it.. Funtastic sound. Zebronics is best.. Thnk u amazon... Policy is best.. Ty amazon nice. 🙂

",superb soundi lke funtastic sound zebronics best thnk policy best ty nice 🙂,0.8,positive,0,75,13
6791,6791,"  Excellent for room upto 150 sq feet.Bass is upto mark.Sound clarity is excellent. Timely delivery by amazon in nice packing.

",excellent room upto sq feet.bass upto mark.sound clarity excellent timely delivery nice packing.,0.867,positive,0,96,13
6792,6792,"  After one year not working total money waste  not buy this home theater system

",one year work total money waste buy home theater system,-0.1,negative,1,55,10
6793,6793,"  Excellent product at this cost... Not too much to describe but the sound for a normal size room is more than enough... The system has a glossy and attractive look... The Bluetooth range is not that good but it really doesn't matters for me coz we hav aur sd card, USB... So jus go for it guyzzz incomparable product at this price...

",excellent product cost much describe sound normal size room enough system glossy attractive look bluetooth range good really matter coz hav aur sd card usb jus go guyzzz incomparable product price...,0.428,positive,0,199,31
6794,6794,"  Very nice products I m happy nice sound quality easy to use nice look good item for zebronic thanks .

",nice product happy nice sound quality easy use nice look good item zebronic thanks,0.542,positive,0,82,14
6795,6795,"  Superb zebronics home theatre at 1990 priceBest Sound quality ofSubwoofer and satelliteAmazon courier service superb it's delivered before one dayAll function operated without any problem

",superb zebronics home theatre pricebest sound quality ofsubwoofer satelliteamazon courier service superb deliver one dayall function operate without problem,0.8,positive,0,156,19
6796,6796,"  Super Sound Quality, & Good Look!

",super sound quality good look!,0.536,positive,0,30,5
6797,6797,"  good  quality sound even in high volume!  Appreciate Zebrooo...!

",good quality sound even high volume appreciate zebrooo...!,0.433,positive,0,58,8
6798,6798,"  After 3 weeks of useBest woofers in 2500 rsNyc soundNot so much loud but sound quality for a room, it is best choice

",week usebest woofer rsnyc soundnot much loud sound quality room best choice,0.5,positive,0,75,12
6799,6799,"  very nice and good bass and sound qualitybkggggggggggg

",nice good bass sound qualitybkggggggggggg,0.387,positive,0,41,5
6800,6800,"  I bought this home theater at 2015 till now he is working good condition every thing will be excellent sound Bluetooth connectivity etc

",buy home theater till work good condition every thing excellent sound bluetooth connectivity etc,0.7,positive,0,96,14
6801,6801,"  Good sound effects,but when I was open the speaker box,only one small speaker fitting is wrongly.

","good sound effects,but open box,only one small fitting wrongly.",0.142,positive,0,63,9
6802,6802,"  The best in the market buy it frequently. Don't think about money. It is paisawasool purchase. I am using it about 1 years

",best market buy frequently think money paisawasool purchase use years,0.55,positive,0,69,10
